ensembl_gene_id,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline,gene_name
ENSG00000105732,0.11866028,0.1886124,0.134424,ZNF574
ENSG00000105737,0.12552346,,,GRIK5
ENSG00000105738,0.20910726,,,SIPA1L3
ENSG00000105755,1.5578662,0.3006491,0.29169324,ETHE1
ENSG00000105771,0.22813119,0.37074965,0.23919855,SMG9
ENSG00000105778,0.23935568,0.29201242,0.23539804,AVL9
ENSG00000105793,0.19038644,0.4606303,0.34725058,GTPBP10
ENSG00000105810,0.81134033,1.682921,1.243918,CDK6
ENSG00000105819,0.76046807,0.86155903,0.8006129,PMPCB
ENSG00000105821,0.75992304,1.9974678,1.4218122,DNAJC2
ENSG00000105825,1.3347769,,,TFPI2
ENSG00000105829,0.33941042,0.39420742,0.32346144,BET1
ENSG00000105835,0.71439725,1.011752,0.7818498,NAMPT
ENSG00000105849,0.7010589,0.94992965,0.7139017,TWISTNB
ENSG00000105851,,0.20360292,0.23726676,PIK3CG
ENSG00000105854,0.87696326,,,PON2
ENSG00000105855,0.16205756,,,ITGB8
ENSG00000105856,0.18514872,0.20181516,0.22989778,HBP1
ENSG00000105865,0.15284875,0.285439,0.22936884,DUS4L
ENSG00000105879,0.19580507,0.40975007,0.30749962,CBLL1
ENSG00000105887,3.411561,3.4396095,2.4934878,MTPN
ENSG00000105889,0.24771993,,,STEAP1B
ENSG00000105894,0.5295626,,,PTN
ENSG00000105926,0.34587398,0.6813927,0.49445754,MPP6
ENSG00000105928,0.3123189,,,GSDME
ENSG00000105939,0.41045526,1.5681593,1.1081018,ZC3HAV1
ENSG00000105948,,0.10922569,,TTC26
ENSG00000105953,0.23347633,0.27349922,0.19501565,OGDH
ENSG00000105968,3.5109491,5.3708816,4.3706813,H2AFV
ENSG00000105971,1.1840498,,,CAV2
ENSG00000105974,10.972338,,,CAV1
ENSG00000105976,2.6223025,,,MET
ENSG00000105983,0.20298067,0.4575563,0.35178015,LMBR1
ENSG00000105993,1.6444752,1.9963323,1.4251645,DNAJB6
ENSG00000106009,0.18144959,0.35514808,0.28420985,BRAT1
ENSG00000106012,0.22453965,0.13324548,0.103617385,IQCE
ENSG00000106028,4.066873,6.6810594,4.596081,SSBP1
ENSG00000106034,0.11795417,1.5083715,1.2236243,CPED1
ENSG00000106049,0.45191482,0.31904104,0.2846049,HIBADH
ENSG00000106052,2.1344757,1.6219124,1.3358319,TAX1BP1
ENSG00000106066,,0.6901672,0.6534749,CPVL
ENSG00000106070,0.30067316,0.3652861,0.290571,GRB10
ENSG00000106077,0.29443178,0.13368243,0.10947138,ABHD11
ENSG00000106078,,0.16799122,0.12426113,COBL
ENSG00000106080,0.5064389,0.34839195,0.25484085,FKBP14
ENSG00000106086,0.24640204,0.36779523,0.31156307,PLEKHA8
ENSG00000106089,0.18525839,,,STX1A
ENSG00000106105,1.7660203,2.275798,2.422701,GARS
ENSG00000106144,0.18414846,0.3844633,0.27999324,CASP2
ENSG00000106153,11.23163,21.196363,16.248682,CHCHD2
ENSG00000106211,5.0551972,1.5834836,1.3847411,HSPB1
ENSG00000106244,3.3919196,2.8439715,2.2364585,PDAP1
ENSG00000106245,2.3623598,1.904472,1.4567919,BUD31
ENSG00000106246,,0.1734747,0.13533318,PTCD1
ENSG00000106258,,0.1276042,0.10336937,CYP3A5
ENSG00000106261,0.847979,1.0895784,0.9451849,ZKSCAN1
ENSG00000106263,1.9713767,4.0633264,3.014837,EIF3B
ENSG00000106266,0.17536172,0.26382554,0.22923827,SNX8
ENSG00000106268,0.95657796,1.1790911,0.8518234,NUDT1
ENSG00000106290,0.521159,0.3985227,0.32613915,TAF6
ENSG00000106299,0.44645798,0.26720202,0.22583026,WASL
ENSG00000106305,0.607944,0.8435583,0.57844836,AIMP2
ENSG00000106330,0.23629048,,0.11320101,MOSPD3
ENSG00000106344,0.6918655,2.1087162,1.5628439,RBM28
ENSG00000106346,0.13695389,0.29521826,0.21871357,USP42
ENSG00000106348,0.46008706,0.49629775,0.39066422,IMPDH1
ENSG00000106355,2.4027433,4.794337,3.3395853,LSM5
ENSG00000106366,7.637173,,,SERPINE1
ENSG00000106367,2.0902088,0.7736479,0.63873315,AP1S1
ENSG00000106392,1.0778606,0.60164344,0.5053903,C1GALT1
ENSG00000106397,0.6285585,0.2865664,0.23287252,PLOD3
ENSG00000106399,1.5094385,1.5675713,1.2709813,RPA3
ENSG00000106400,2.0193272,1.9771386,1.5509174,ZNHIT1
ENSG00000106404,,0.09957018,,CLDN15
ENSG00000106415,,0.26354524,0.21828854,GLCCI1
ENSG00000106443,0.7390142,1.4150745,1.1525104,PHF14
ENSG00000106460,1.5281588,0.34620205,0.30753878,TMEM106B
ENSG00000106462,0.6566102,2.1539013,1.6137478,EZH2
ENSG00000106477,0.23332278,,,CEP41
ENSG00000106484,2.0517256,0.19363914,0.15552521,MEST
ENSG00000106524,0.18226461,0.29538527,0.23242976,ANKMY2
ENSG00000106537,0.44332352,0.5606047,0.43877742,TSPAN13
ENSG00000106546,0.84574354,,,AHR
ENSG00000106554,1.0208802,2.240939,1.5878264,CHCHD3
ENSG00000106588,3.6090403,6.4393673,4.262035,PSMA2
ENSG00000106591,0.696775,1.320571,0.92574507,MRPL32
ENSG00000106603,1.3757778,2.3868477,1.8937525,COA1
ENSG00000106605,0.6554075,0.44570494,0.45311192,BLVRA
ENSG00000106608,0.16640702,,,URGCP
ENSG00000106609,0.608273,0.857831,0.6782453,TMEM248
ENSG00000106615,3.3983867,3.174191,2.253703,RHEB
ENSG00000106617,0.77591974,,,PRKAG2
ENSG00000106624,,0.12447361,0.113977574,AEBP1
ENSG00000106628,1.9839652,2.1005085,1.6664531,POLD2
ENSG00000106635,0.51989144,0.47665814,0.38348287,BCL7B
ENSG00000106636,0.5903744,0.35053474,0.24770506,YKT6
ENSG00000106638,0.3388946,0.2596086,0.21711624,TBL2
ENSG00000106682,2.653828,2.0478525,1.7134515,EIF4H
ENSG00000106683,0.4809664,,,LIMK1
ENSG00000106692,0.20203029,0.18067588,0.139737,FKTN
ENSG00000106714,0.16267614,,,CNTNAP3
ENSG00000106723,0.6398664,0.22138532,0.15135309,SPIN1
ENSG00000106733,0.18234266,,,NMRK1
ENSG00000106771,0.512866,0.4909753,0.35295883,TMEM245
ENSG00000106772,0.109238796,,,PRUNE2
ENSG00000106780,0.3644224,,,MEGF9
ENSG00000106785,0.16577503,0.10590251,,TRIM14
ENSG00000106799,0.25501758,1.0664144,0.82749784,TGFBR1
ENSG00000106803,5.1677585,4.5994864,3.5075316,SEC61B
ENSG00000106829,0.23909056,0.12114424,0.12157803,TLE4
ENSG00000106852,,0.18941164,0.12945333,LHX6
ENSG00000106853,0.6609138,,,PTGR1
ENSG00000106868,,0.28992787,0.26701537,SUSD1
ENSG00000106976,0.12964,0.33712712,0.34558055,DNM1
ENSG00000106992,0.83678085,0.46835503,0.39771128,AK1
ENSG00000106993,0.17616658,,,CDC37L1
ENSG00000107020,0.46117228,,,PLGRKT
ENSG00000107021,0.107293986,0.24876666,0.17673509,TBC1D13
ENSG00000107036,0.1305294,,,RIC1
ENSG00000107077,0.12125999,,,KDM4C
ENSG00000107099,,0.39046055,0.3353898,DOCK8
ENSG00000107130,0.93386346,0.16540433,0.13376656,NCS1
ENSG00000107140,0.17497404,,,TESK1
ENSG00000107159,0.2889406,,,CA9
ENSG00000107164,0.4921211,0.63435656,0.46730664,FUBP3
ENSG00000107175,0.9711425,0.19132195,0.13588917,CREB3
ENSG00000107185,0.19060013,0.16799448,0.13738443,RGP1
ENSG00000107186,0.40853465,,,MPDZ
ENSG00000107201,0.21942624,,,DDX58
ENSG00000107223,5.8002167,4.5445786,3.7736905,EDF1
ENSG00000107249,0.2143606,,,GLIS3
ENSG00000107262,0.65740794,1.6681367,1.2611645,BAG1
ENSG00000107263,0.20549478,0.22162564,0.16778482,RAPGEF1
ENSG00000107281,1.383606,,,NPDC1
ENSG00000107290,0.7224683,1.0918951,0.82592595,SETX
ENSG00000107338,0.46373498,,,SHB
ENSG00000107341,1.4633968,1.0505662,0.8032741,UBE2R2
ENSG00000107362,,0.15668283,0.11489993,ABHD17B
ENSG00000107371,0.58308005,1.0047966,0.6639182,EXOSC3
ENSG00000107372,1.2917912,0.5315203,0.3497399,ZFAND5
ENSG00000107404,0.48131755,0.25223312,0.18870667,DVL1
ENSG00000107438,1.281736,1.0340983,1.0126748,PDLIM1
ENSG00000107443,,0.1436054,0.112870045,CCNJ
ENSG00000107518,0.15888704,,,ATRNL1
ENSG00000107521,0.6645622,0.5079833,0.41086584,HPS1
ENSG00000107537,0.198698,0.16877411,0.17526971,PHYH
ENSG00000107554,0.6579691,,,DNMBP
ENSG00000107560,0.29267567,0.117366634,,RAB11FIP2
ENSG00000107566,1.0826617,0.13628966,0.12167944,ERLIN1
ENSG00000107581,7.3216543,6.2465634,4.5357494,EIF3A
ENSG00000107614,0.13447697,0.22640558,0.19530118,TRDMT1
ENSG00000107625,0.89963186,0.77066964,0.6552788,DDX50
ENSG00000107643,0.20546347,0.3710923,0.31758073,MAPK8
ENSG00000107651,0.79429287,0.43217355,0.30864835,SEC23IP
ENSG00000107669,0.39085892,0.18559387,0.14669546,ATE1
ENSG00000107672,0.8808571,0.6063726,0.47771925,NSMCE4A
ENSG00000107679,0.36892748,0.14788358,0.11351463,PLEKHA1
ENSG00000107738,0.096306585,,,VSIR
ENSG00000107745,0.7481251,0.45154086,0.39743352,MICU1
ENSG00000107758,0.8344209,0.22699827,0.16580668,PPP3CB
ENSG00000107771,0.887982,0.20085527,0.1586215,CCSER2
ENSG00000107779,0.24776568,0.13873443,0.112774916,BMPR1A
ENSG00000107789,0.5551834,,,MINPP1
ENSG00000107796,0.42035303,,,ACTA2
ENSG00000107798,0.30299658,,,LIPA
ENSG00000107815,0.15943387,0.26064527,0.19696586,TWNK
ENSG00000107816,0.47285122,0.17413604,0.17295383,LZTS2
ENSG00000107819,0.49845523,,,SFXN3
ENSG00000107829,0.20627041,,,FBXW4
ENSG00000107833,1.0026009,1.6452663,1.086768,NPM3
ENSG00000107854,0.7887943,0.36230332,0.27659357,TNKS2
ENSG00000107862,0.90055513,0.28828365,0.2071475,GBF1
ENSG00000107863,1.0218751,0.38690072,0.35552382,ARHGAP21
ENSG00000107872,0.65668106,0.45889178,0.3935953,FBXL15
ENSG00000107874,1.8627365,0.44576707,0.3925965,CUEDC2
ENSG00000107882,0.10047331,,,SUFU
ENSG00000107890,0.7273667,0.46044528,0.38304242,ANKRD26
ENSG00000107897,0.39023486,0.16998288,0.14302433,ACBD5
ENSG00000107902,0.1116841,,,LHPP
ENSG00000107929,0.41500998,0.70794386,0.4995248,LARP4B
ENSG00000107937,1.6536498,3.4408643,2.5095425,GTPBP4
ENSG00000107938,0.35462454,0.28727147,0.19900939,EDRF1
ENSG00000107949,1.3888172,1.2255335,0.8261888,BCCIP
ENSG00000107951,0.13193446,0.38713953,0.27544835,MTPAP
ENSG00000107957,0.14254196,,,SH3PXD2A
ENSG00000107959,0.67549276,0.21833928,0.1636785,PITRM1
ENSG00000107960,0.36169082,,,STN1
ENSG00000107968,,0.5525688,0.4879959,MAP3K8
ENSG00000107984,1.3723131,,,DKK1
ENSG00000108010,3.2921238,1.7993077,1.1793251,GLRX3
ENSG00000108021,0.7209896,1.2317472,0.8501873,TASOR2
ENSG00000108039,0.4335677,0.19497792,0.17211623,XPNPEP1
ENSG00000108055,3.4264104,2.106757,1.6856012,SMC3
ENSG00000108061,0.6164169,0.25837505,0.2213659,SHOC2
ENSG00000108064,0.89130694,1.9630606,1.4677157,TFAM
ENSG00000108091,0.6398939,0.6050329,0.46956694,CCDC6
ENSG00000108094,0.78203404,0.79103756,0.6343579,CUL2
ENSG00000108100,1.0180062,0.80025995,0.64669836,CCNY
ENSG00000108106,8.374427,7.2424927,4.967892,UBE2S
ENSG00000108107,43.135612,43.841366,41.505142,RPL28
ENSG00000108175,0.7907208,,,ZMIZ1
ENSG00000108179,1.6545268,2.029037,1.4415635,PPIF
ENSG00000108187,0.097017355,,,PBLD
ENSG00000108219,0.7091538,0.3398637,0.26276198,TSPAN14
ENSG00000108239,0.21417269,,,TBC1D12
ENSG00000108256,0.9721521,1.6105645,1.2007785,NUFIP2
ENSG00000108262,0.31161824,0.12461379,0.108279474,GIT1
ENSG00000108298,43.09273,63.168514,54.578503,RPL19
ENSG00000108306,0.1262691,0.5239193,0.5032915,FBXL20
ENSG00000108312,1.3662181,1.7225372,1.2653137,UBTF
ENSG00000108344,1.2186205,2.1854742,1.6521282,PSMD3
ENSG00000108349,0.35731313,0.59557575,0.43618852,CASC3
ENSG00000108384,0.56509465,1.1837537,0.865991,RAD51C
ENSG00000108389,0.15495832,0.27601516,0.20320722,MTMR4
ENSG00000108395,0.45370108,0.43245012,0.3144797,TRIM37
ENSG00000108406,0.3322709,0.36285302,0.3140883,DHX40
ENSG00000108423,,0.31561983,0.20904022,TUBD1
ENSG00000108424,5.767255,6.16583,4.2454734,KPNB1
ENSG00000108433,0.52281576,0.4902751,0.31606057,GOSR2
ENSG00000108439,0.34108648,0.32660148,0.28469917,PNPO
ENSG00000108443,0.33388388,0.6600462,0.5080556,RPS6KB1
ENSG00000108448,0.1582252,,,TRIM16L
ENSG00000108465,0.36176845,0.26043952,0.26775855,CDK5RAP3
ENSG00000108468,2.04462,1.0099846,0.7775945,CBX1
ENSG00000108469,,0.14220357,0.117512956,RECQL5
ENSG00000108474,0.11272961,0.2108258,0.16573845,PIGL
ENSG00000108479,0.33574155,0.46014604,0.43573964,GALK1
ENSG00000108506,0.118848816,0.3058026,0.24632646,INTS2
ENSG00000108509,0.28889176,,,CAMTA2
ENSG00000108510,0.504379,0.6936275,0.51896125,MED13
ENSG00000108518,22.38562,12.80556,10.327225,PFN1
ENSG00000108523,0.65588397,0.3759143,0.28712097,RNF167
ENSG00000108528,0.97406995,0.87334037,0.65982836,SLC25A11
ENSG00000108557,0.10259947,,,RAI1
ENSG00000108559,0.46211806,0.42299795,0.3138005,NUP88
ENSG00000108561,5.166848,10.3752,7.339555,C1QBP
ENSG00000108578,0.3851205,1.1610303,0.8668702,BLMH
ENSG00000108582,0.33359328,0.2448527,0.21731356,CPD
ENSG00000108587,0.6362645,0.92230517,0.6820056,GOSR1
ENSG00000108588,1.2964536,2.2839246,1.8212029,CCDC47
ENSG00000108590,0.5112617,0.3195791,0.21625951,MED31
ENSG00000108591,0.33054486,0.30347696,0.26985005,DRG2
ENSG00000108592,0.54678935,0.85370666,0.59715486,FTSJ3
ENSG00000108599,0.17960286,0.12643455,,AKAP10
ENSG00000108604,0.3390983,0.60257214,0.5127971,SMARCD2
ENSG00000108622,,0.33187312,0.2549449,ICAM2
ENSG00000108639,0.48484436,0.83291197,0.7050708,SYNGR2
ENSG00000108641,0.4172513,0.13430001,0.12037098,B9D1
ENSG00000108651,0.62381023,1.448186,1.0968333,UTP6
ENSG00000108654,5.3434663,5.63184,4.696421,DDX5
ENSG00000108666,0.34182015,0.3814706,0.31331858,C17orf75
ENSG00000108669,,0.13968194,0.12598673,CYTH1
ENSG00000108671,1.76803,3.5741594,2.215428,PSMD11
ENSG00000108679,0.15049237,,,LGALS3BP
ENSG00000108691,0.092522874,,,CCL2
ENSG00000108773,0.16325973,0.2979778,0.19775385,KAT2A
ENSG00000108774,1.778056,1.9168289,1.3592008,RAB5C
ENSG00000108784,0.23550858,0.16981307,0.18602726,NAGLU
ENSG00000108788,0.4903413,0.79661775,0.5900159,MLX
ENSG00000108799,0.15740064,0.2571828,0.21616012,EZH1
ENSG00000108813,,0.22503358,0.20660956,DLX4
ENSG00000108819,0.20089783,0.14993286,0.12187042,PPP1R9B
ENSG00000108821,0.10650063,,,COL1A1
ENSG00000108826,1.9381573,2.3244681,1.4951891,MRPL27
ENSG00000108828,0.5086688,0.3765026,0.34829596,VAT1
ENSG00000108829,2.61128,2.4885683,1.6027955,LRRC59
ENSG00000108840,0.10114754,0.1930683,0.20431799,HDAC5
ENSG00000108848,1.7751961,3.2279747,2.618201,LUC7L3
ENSG00000108854,1.3786132,0.3710114,0.29543096,SMURF2
ENSG00000108861,0.4133218,0.12544969,0.10716671,DUSP3
ENSG00000108883,0.59350926,1.3764758,0.99525535,EFTUD2
ENSG00000108946,0.8855623,0.57988256,0.42149767,PRKAR1A
ENSG00000108953,6.7434554,5.1318226,3.8720887,YWHAE
ENSG00000108961,0.33923882,0.17201535,0.12190081,RANGRF
ENSG00000109016,0.19080022,0.2335857,0.18570499,DHRS7B
ENSG00000109046,0.83230203,1.301214,1.1103241,WSB1
ENSG00000109062,0.8910457,0.3461461,0.2897381,SLC9A3R1
ENSG00000109065,0.14737235,0.27731457,0.21758248,NAT9
ENSG00000109079,0.34140772,0.11811988,,TNFAIP1
ENSG00000109083,0.65013576,0.43308732,0.3558378,IFT20
ENSG00000109084,0.2587434,1.4935514,1.3782364,TMEM97
ENSG00000109089,0.10819434,,,CDR2L
ENSG00000109099,0.85176283,0.1123315,0.11779194,PMP22
ENSG00000109103,0.24911548,0.167082,0.16400155,UNC119
ENSG00000109107,,,0.14884642,ALDOC
ENSG00000109111,0.8720719,1.0866945,0.8165986,SUPT6H
ENSG00000109113,2.3072777,,,RAB34
ENSG00000109118,0.1757548,0.22147185,0.16277237,PHF12
ENSG00000109133,0.5606159,1.1090071,0.787782,TMEM33
ENSG00000109171,0.66314286,0.7708753,0.599046,SLAIN2
ENSG00000109180,1.8118376,2.7101495,2.1561565,OCIAD1
ENSG00000109184,0.27813756,0.16733855,0.12844646,DCUN1D4
ENSG00000109189,0.3954323,0.3529079,0.2709454,USP46
ENSG00000109220,0.61981624,0.26875946,0.20300741,CHIC2
ENSG00000109255,0.26087615,,,NMU
ENSG00000109270,0.28199533,0.5702801,0.40927258,LAMTOR3
ENSG00000109320,0.32065192,0.40479445,0.2785137,NFKB1
ENSG00000109321,,0.15980421,0.13307376,AREG
ENSG00000109323,,0.11525574,0.12834767,MANBA
ENSG00000109332,2.9336338,3.645323,2.52029,UBE2D3
ENSG00000109381,0.26586175,0.76966864,0.65116984,ELF2
ENSG00000109390,1.8785831,1.9156142,1.6105874,NDUFC1
ENSG00000109436,0.24786401,,,TBC1D9
ENSG00000109445,0.38298896,0.81117463,0.58346605,ZNF330
ENSG00000109452,0.5152245,,,INPP4B
ENSG00000109472,0.21278578,,,CPE
ENSG00000109475,21.00499,31.595764,29.377308,RPL34
ENSG00000109501,0.15269622,,,WFS1
ENSG00000109511,0.12810217,,,ANXA10
ENSG00000109519,0.8289012,1.1332324,0.7188816,GRPEL1
ENSG00000109534,0.65653276,1.924702,1.3544993,GAR1
ENSG00000109536,0.6567007,0.8274203,0.70118016,FRG1
ENSG00000109572,0.75703436,0.97007847,0.7775576,CLCN3
ENSG00000109586,1.2059402,0.71166295,0.6073741,GALNT7
ENSG00000109606,0.94951224,1.4587054,1.0174197,DHX15
ENSG00000109618,,0.13348453,0.13145493,SEPSECS
ENSG00000109654,0.11487685,,,TRIM2
ENSG00000109670,0.21101996,0.47211635,0.34862363,FBXW7
ENSG00000109674,0.29902112,0.20085576,0.16525699,NEIL3
ENSG00000109680,0.1382609,,,TBC1D19
ENSG00000109685,1.2990998,0.7774069,0.64384085,NSD2
ENSG00000109686,0.31575337,,,SH3D19
ENSG00000109689,0.5022262,0.5935009,0.4709809,STIM2
ENSG00000109736,0.9835865,0.44812918,0.40444297,MFSD10
ENSG00000109738,0.120428145,,,GLRB
ENSG00000109756,0.46208146,0.16142553,0.13966462,RAPGEF2
ENSG00000109762,0.21459703,,,SNX25
ENSG00000109775,0.35237128,0.34423482,0.2783404,UFSP2
ENSG00000109787,0.28179848,0.4831188,0.4540579,KLF3
ENSG00000109790,1.8244683,0.14928718,0.1368527,KLHL5
ENSG00000109805,1.3374722,1.7182845,1.2360111,NCAPG
ENSG00000109814,1.2941457,0.18498588,0.15595639,UGDH
ENSG00000109846,0.07272591,,,CRYAB
ENSG00000109854,,0.41121045,0.29810968,HTATIP2
ENSG00000109861,7.113983,1.9980677,1.5220867,CTSC
ENSG00000109881,0.6776542,1.4220243,0.94914955,CCDC34
ENSG00000109911,0.15576065,0.4403053,0.3734328,ELP4
ENSG00000109917,0.41884434,0.9035544,0.67376685,ZPR1
ENSG00000109919,1.8116926,2.6383252,1.7275571,MTCH2
ENSG00000109920,0.8422134,1.7047101,1.178642,FNBP4
ENSG00000109929,0.11632734,0.2267411,0.18072951,SC5D
ENSG00000109971,12.782721,18.03633,10.614022,HSPA8
ENSG00000110011,0.2915355,0.29659867,0.33051705,DNAJC4
ENSG00000110025,0.17425,0.28015688,0.24286966,SNX15
ENSG00000110046,0.101539634,0.2120875,0.20276953,ATG2A
ENSG00000110047,0.4025147,0.29213408,0.23844114,EHD1
ENSG00000110048,0.39213625,0.80096644,0.6474348,OSBP
ENSG00000110057,0.16462822,,,UNC93B1
ENSG00000110060,0.14167064,0.25095662,0.18871948,PUS3
ENSG00000110063,0.40909973,0.3996619,0.3162759,DCPS
ENSG00000110066,0.3455301,0.5122425,0.3927876,KMT5B
ENSG00000110074,0.18227601,0.6350414,0.48370966,FOXRED1
ENSG00000110075,0.48487002,0.50371325,0.41725582,PPP6R3
ENSG00000110079,,1.1170075,0.91170645,MS4A4A
ENSG00000110080,0.34056148,,,ST3GAL4
ENSG00000110090,0.3960507,,,CPT1A
ENSG00000110092,11.787185,,,CCND1
ENSG00000110104,0.3380872,0.7858581,0.49764055,CCDC86
ENSG00000110107,0.45191613,1.0970443,0.78996736,PRPF19
ENSG00000110108,0.70012,0.32538015,0.2616321,TMEM109
ENSG00000110172,0.53652835,1.1704056,0.62387586,CHORDC1
ENSG00000110200,1.2066464,1.1597967,0.7760058,ANAPC15
ENSG00000110218,0.10546058,,,PANX1
ENSG00000110274,0.41962406,0.2943502,0.23756023,CEP164
ENSG00000110315,0.7068476,0.3035837,0.26144463,RNF141
ENSG00000110318,0.10737376,,,CEP126
ENSG00000110321,7.8740916,5.199993,3.2905326,EIF4G2
ENSG00000110330,0.882552,0.41496462,0.340804,BIRC2
ENSG00000110344,0.42557463,0.5500751,0.44042176,UBE4A
ENSG00000110367,1.028805,1.5651487,1.3432395,DDX6
ENSG00000110395,0.312583,0.45332843,0.364599,CBL
ENSG00000110422,0.19382258,0.19122696,0.16501541,HIPK3
ENSG00000110427,0.31973234,,,KIAA1549L
ENSG00000110429,0.21627836,0.28337848,0.23011282,FBXO3
ENSG00000110435,0.3003587,0.51436,0.37855077,PDHX
ENSG00000110442,0.54048824,0.8039534,0.5875125,COMMD9
ENSG00000110492,0.53613085,2.0753534,2.138431,MDK
ENSG00000110514,,0.3029674,0.23680611,MADD
ENSG00000110536,0.39857084,0.49063873,0.36143747,PTPMT1
ENSG00000110583,0.15737404,0.37570518,0.26584825,NAA40
ENSG00000110619,0.5513483,0.49947312,0.5301609,CARS
ENSG00000110651,5.0182962,2.2513895,1.7847723,CD81
ENSG00000110660,0.27723134,0.37506247,0.27606365,SLC35F2
ENSG00000110696,3.1914146,3.0255914,2.0997524,C11orf58
ENSG00000110697,0.15435481,0.13244642,0.1143998,PITPNM1
ENSG00000110700,30.070717,27.24988,24.203117,RPS13
ENSG00000110711,0.56630623,0.76816887,0.6373409,AIP
ENSG00000110713,0.53035307,0.5676784,0.41730168,NUP98
ENSG00000110717,2.8694632,3.099447,2.3900015,NDUFS8
ENSG00000110719,,0.116418526,0.12498045,TCIRG1
ENSG00000110721,0.17165287,0.4156637,0.31506675,CHKA
ENSG00000110723,,0.39555958,0.31446525,EXPH5
ENSG00000110756,0.2881706,0.16685867,0.124491006,HPS5
ENSG00000110768,0.49012515,0.44317177,0.3177815,GTF2H1
ENSG00000110801,1.6929485,1.4922842,1.0644895,PSMD9
ENSG00000110811,0.844274,,,P3H3
ENSG00000110841,1.7291082,0.22185399,0.20327774,PPFIBP1
ENSG00000110851,0.19592388,0.17536654,0.12645692,PRDM4
ENSG00000110852,,0.107175745,,CLEC2B
ENSG00000110871,0.34283206,0.33855662,0.29281834,COQ5
ENSG00000110880,2.209444,1.5448025,1.0756598,CORO1C
ENSG00000110888,0.64933753,,,CAPRIN2
ENSG00000110906,0.34098458,0.22633067,0.1917451,KCTD10
ENSG00000110911,0.18515033,0.28888705,0.23284583,SLC11A2
ENSG00000110917,2.9619985,1.805041,1.2594856,MLEC
ENSG00000110921,,0.14191593,0.13030218,MVK
ENSG00000110931,0.2636346,0.4075976,0.32436654,CAMKK2
ENSG00000110955,5.4041815,11.301348,8.919579,ATP5F1B
ENSG00000110958,7.254215,11.127081,7.8038435,PTGES3
ENSG00000110987,0.16592602,0.57309926,0.45944715,BCL7A
ENSG00000111011,1.1428838,2.1515837,1.5138539,RSRC2
ENSG00000111057,9.191146,4.4793577,3.6384382,KRT18
ENSG00000111077,0.14506565,,,TNS2
ENSG00000111142,1.737627,3.36996,2.537117,METAP2
ENSG00000111144,0.6429096,0.3022096,0.2805094,LTA4H
ENSG00000111145,1.1195135,0.10979819,0.10344202,ELK3
ENSG00000111186,2.0856428,,,WNT5B
ENSG00000111196,1.2787673,1.2354434,0.759862,MAGOHB
ENSG00000111203,0.23923804,0.17594707,0.12580277,ITFG2
ENSG00000111206,1.0750864,0.37417114,0.26725402,FOXM1
ENSG00000111229,6.2569017,6.004408,5.2154493,ARPC3
ENSG00000111231,0.6396065,1.199651,0.9145013,GPN3
ENSG00000111237,2.212771,2.1963181,1.653029,VPS29
ENSG00000111247,0.6699076,0.5393646,0.45884082,RAD51AP1
ENSG00000111252,0.31641153,0.23253082,0.21045873,SH2B3
ENSG00000111261,0.1543271,,,MANSC1
ENSG00000111269,0.34155312,,,CREBL2
ENSG00000111275,0.10827703,0.3237903,0.46373224,ALDH2
ENSG00000111276,1.0446455,0.29574952,0.25275838,CDKN1B
ENSG00000111300,0.3617913,0.786462,0.5796476,NAA25
ENSG00000111321,0.65642476,0.40561873,0.3326534,LTBR
ENSG00000111325,,0.25308192,0.19086148,OGFOD2
ENSG00000111328,1.784333,1.0399212,0.6687254,CDK2AP1
ENSG00000111348,0.1187364,,,ARHGDIB
ENSG00000111358,0.55844206,0.9541822,0.7560976,GTF2H3
ENSG00000111361,0.5012715,1.3144307,0.9578019,EIF2B1
ENSG00000111364,0.28418338,0.73247117,0.5259074,DDX55
ENSG00000111371,1.3637884,0.59415585,0.5405211,SLC38A1
ENSG00000111412,0.3639697,0.30677938,0.22457667,C12orf49
ENSG00000111445,0.36350206,0.6889621,0.54411924,RFC5
ENSG00000111450,0.6494072,0.3841558,0.3109764,STX2
ENSG00000111481,1.3390621,1.7184639,1.2962568,COPZ1
ENSG00000111530,1.3306633,1.3988769,1.0534488,CAND1
ENSG00000111540,0.26947817,0.20785572,0.18362482,RAB5B
ENSG00000111554,,0.16693932,0.14551175,MDM1
ENSG00000111581,0.5369842,1.3952515,1.0904164,NUP107
ENSG00000111596,0.61145943,0.8438406,0.64657694,CNOT2
ENSG00000111602,0.4097471,0.7681131,0.55758506,TIMELESS
ENSG00000111605,0.72856236,1.3529536,1.072066,CPSF6
ENSG00000111615,1.1633385,1.3878155,1.0018662,KRR1
ENSG00000111639,7.9580264,3.2487044,2.5625775,MRPL51
ENSG00000111640,151.60628,33.22785,27.721754,GAPDH
ENSG00000111641,0.50417066,0.46528152,0.3159435,NOP2
ENSG00000111642,2.6558573,4.7350025,3.483567,CHD4
